Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2021,1,2,14:00,UTC,7,1014.1,0.7,95,0.8,0,-0.9,-1.6,1280,322,6.2,4.2
2021,1,2,15:00,UTC,7,1014.3,0.6,95,0.7,2,-1.1,-1.7,1400,317,7.1,4.3
2021,1,2,16:00,UTC,8,1014.6,0.5,95,0.5,3,-1.2,-1.9,2350,319,6,4.1
2021,1,2,17:00,UTC,8,1014.7,0.6,95,0.6,3,-1.2,-1.9,1020,316,6,4.1
2021,1,2,18:00,UTC,7,1014.9,0.5,96,0.4,4,-1.3,-1.9,1050,319,6.6,4.3
2021,1,2,19:00,UTC,7,1015.3,0.5,96,0.3,5,-1.4,-1.9,2030,317,7.5,5.3
2021,1,2,20:00,UTC,8,1015.5,0.3,96,0,5,-1.4,-2,1580,311,6.4,4.6
2021,1,2,21:00,UTC,7,1016,0.4,95,0.8,7,-1.5,-2.2,1800,315,7.4,5.1
2021,1,2,22:00,UTC,7,1016.4,0.3,95,0.2,7,-1.7,-2.4,2770,309,7.2,4.3
2021,1,2,23:00,UTC,8,1016.6,0.1,95,0.1,7,-1.9,-2.7,3370,316,7.7,5
2021,1,3,00:00,UTC,8,1017.2,0.1,94,0,7,-2,-2.9,3960,315,7.3,4.9
2021,1,3,01:00,UTC,7,1017.5,0.1,93,0,7,-2.2,-3.1,2170,311,5.9,4
2021,1,3,02:00,UTC,8,1017.8,0.2,94,0.5,7,-2.3,-3.1,1280,308,6.7,4.5
2021,1,3,03:00,UTC,7,1018.1,0.2,94,0.3,8,-2.5,-3.4,4120,313,5.8,3.9
2021,1,3,04:00,UTC,8,1018.4,0.1,94,0.3,8,-2.6,-3.5,2540,311,6,4.2
2021,1,3,05:00,UTC,7,1018.8,0.1,94,0.2,8,-2.6,-3.5,2020,317,6.5,4.6
2021,1,3,06:00,UTC,8,1019.2,0.1,94,0.4,8,-2.7,-3.5,1170,319,5.6,3.9
2021,1,3,07:00,UTC,8,1019.8,0.3,95,0.1,9,-2.7,-3.5,4510,318,6.3,4.3
2021,1,3,08:00,UTC,8,1020.6,0.2,94,0,9,-2.8,-3.6,5120,322,6.5,4.4
2021,1,3,09:00,UTC,7,1021.1,0.1,93,0.5,9,-2.7,-3.7,2100,324,6.5,4.5
2021,1,3,10:00,UTC,7,1021.6,0.4,94,0.1,9,-2.6,-3.4,1880,321,5.4,3.5
2021,1,3,11:00,UTC,7,1021.9,0.1,93,0.3,9,-2.6,-3.5,4120,326,6.7,4.3
2021,1,3,12:00,UTC,7,1022.3,0,92,0,10,-2.5,-3.6,8660,325,5.9,4.3
2021,1,3,13:00,UTC,7,1022.8,0,92,0,10,-2.6,-3.7,10320,322,5.1,3.6
2021,1,3,14:00,UTC,7,1023.1,0,92,0,10,-2.7,-3.8,15030,327,4.8,3.3
2021,1,3,15:00,UTC,7,1023.2,0,92,0,10,-2.8,-3.8,10470,331,7.1,4.4
2021,1,3,16:00,UTC,7,1023.5,0,92,0,10,-2.9,-4.1,13210,338,6,4
2021,1,3,17:00,UTC,5,1024,0,91,0,9,-3.4,-4.6,33850,335,5,3.1
2021,1,3,18:00,UTC,8,1024.4,0,93,0,10,-3.1,-4.1,22450,341,4,2.7
2021,1,3,19:00,UTC,8,1024.7,0,92,0,9,-2.9,-4,32080,348,3.9,2.4
2021,1,3,20:00,UTC,8,1025.1,0,91,0,9,-2.7,-3.9,27350,357,3.3,1.5
2021,1,3,21:00,UTC,8,1025.6,0,92,0,9,-2.5,-3.6,32180,351,4.1,2.3
2021,1,3,22:00,UTC,8,1025.8,0,92,0,9,-2.4,-3.5,19580,356,4.8,2.6
2021,1,3,23:00,UTC,7,1026,0,93,0,9,-2.2,-3.2,31360,6,5.2,2.8
2021,1,4,00:00,UTC,7,1026.1,0,93,0,8,-2,-3,30320,18,4.2,2.4
2021,1,4,01:00,UTC,7,1026.4,0,93,0,8,-1.9,-2.8,31270,32,5.6,3.4
2021,1,4,02:00,UTC,7,1026.7,0,93,0,9,-1.7,-2.7,19390,22,5.1,3
2021,1,4,03:00,UTC,8,1027.1,0,93,0,9,-1.6,-2.5,9120,19,4.1,2.4
2021,1,4,04:00,UTC,8,1027.2,0,92,0,8,-1.4,-2.5,36490,20,5.4,3.3
2021,1,4,05:00,UTC,8,1027.5,0,91,0,8,-1.2,-2.5,33760,24,5.4,3.5
2021,1,4,06:00,UTC,7,1027.7,0,91,0,8,-1.2,-2.5,31020,20,4.9,3
2021,1,4,07:00,UTC,8,1028.1,0,90,0,8,-1.1,-2.6,31060,17,4.5,2.6
2021,1,4,08:00,UTC,8,1028.6,0,90,0,8,-1.1,-2.6,33680,28,5.6,2.9
2021,1,4,09:00,UTC,7,1029,0,90,0,7,-1,-2.3,21640,36,5.5,3.4
2021,1,4,10:00,UTC,7,1029.2,0,90,0,7,-0.9,-2.3,23160,29,7.4,4.7
2021,1,4,11:00,UTC,7,1029.2,0,90,0,7,-0.8,-2.1,18960,30,7,4.6
2021,1,4,12:00,UTC,7,1029.2,0,91,0,7,-0.8,-2.2,25850,36,7.5,4.9
2021,1,4,13:00,UTC,8,1029.5,0,91,0,7,-0.9,-2.2,12430,27,7.1,5.1
2021,1,4,14:00,UTC,8,1029.6,0,91,0,7,-1,-2.2,13790,31,7.2,5
2021,1,4,15:00,UTC,7,1029.7,0,92,0,7,-1.1,-2.3,18560,30,6.6,4.6
2021,1,4,16:00,UTC,7,1029.9,0,92,0,7,-1.2,-2.3,21270,33,5.9,3.9
2021,1,4,17:00,UTC,8,1030.2,0,92,0,7,-1,-2.2,21320,49,5.6,3.5
2021,1,4,18:00,UTC,8,1030.4,0,92,0,6,-0.9,-2.1,20900,54,5.6,3.6
2021,1,4,19:00,UTC,8,1030.7,0,92,0,6,-0.9,-2.1,18560,46,6.3,3.8
2021,1,4,20:00,UTC,7,1030.8,0,92,0,6,-0.9,-2,18790,49,5.5,3.6
2021,1,4,21:00,UTC,7,1030.8,0,93,0,6,-0.9,-2,22210,38,6.3,3.9
2021,1,4,22:00,UTC,7,1030.8,0,93,0,6,-1.2,-2.1,22710,43,5.1,2.9
2021,1,4,23:00,UTC,7,1031,0,93,0,6,-1.3,-2.3,22340,46,5.9,3.5
2021,1,5,00:00,UTC,7,1031,0,91,0,6,-1.4,-2.8,31380,53,6,3.2
2021,1,5,01:00,UTC,7,1031.2,0,90,0,6,-1.5,-2.9,29000,56,6.4,3.7
2021,1,5,02:00,UTC,7,1031.1,0,90,0,6,-1.7,-3,15540,48,6.2,3.6
2021,1,5,03:00,UTC,7,1031.2,0,90,0,5,-1.8,-3.2,23460,48,5.4,3.3
2021,1,5,04:00,UTC,7,1031,0,91,0,5,-1.9,-3.2,21650,42,6,3.6
2021,1,5,05:00,UTC,7,1031,0,91,0,5,-2.2,-3.5,22420,27,8.4,4.8
2021,1,5,06:00,UTC,7,1030.9,0,91,0,5,-2.4,-3.7,26370,32,7.5,5.2
2021,1,5,07:00,UTC,7,1031.2,0,91,0,5,-2.5,-3.8,20550,54,5.4,3.4
2021,1,5,08:00,UTC,7,1031.4,0,92,0,5,-2.6,-3.8,23020,44,5.4,3.5
2021,1,5,09:00,UTC,7,1031.3,0,92,0,5,-2.7,-3.8,19040,27,8,4.8
2021,1,5,10:00,UTC,7,1031.5,0,92,0,5,-2.8,-3.9,19550,53,5.9,4.2
2021,1,5,11:00,UTC,7,1031.2,0,91,0,5,-2.8,-4.1,21180,36,6,3.9
2021,1,5,12:00,UTC,7,1030.9,0,92,0,5,-2.9,-4,19950,39,5.6,2.7
2021,1,5,13:00,UTC,7,1030.7,0,92,0,6,-2.8,-4,21380,48,5.5,3.1
2021,1,5,14:00,UTC,7,1030.7,0,91,0,6,-2.9,-4.1,22260,60,5.5,3.7
2021,1,5,15:00,UTC,7,1030.5,0,91,0,6,-2.9,-4.2,32170,56,5.5,3.2
2021,1,5,16:00,UTC,7,1030.2,0,91,0,6,-3.1,-4.3,21150,42,5.4,3
2021,1,5,17:00,UTC,7,1030,0,91,0,5,-3.3,-4.6,25210,54,5.6,3.7
2021,1,5,18:00,UTC,7,1030.1,0,91,0,6,-3.3,-4.6,29160,41,5,3.1
2021,1,5,19:00,UTC,7,1030,0,90,0,6,-3.4,-4.8,29380,28,5.4,2.8
2021,1,5,20:00,UTC,7,1029.7,0,90,0,5,-3.5,-4.9,28030,29,7.2,4
2021,1,5,21:00,UTC,7,1029.9,0,89,0,5,-3.5,-5,31720,31,3.7,1.3
2021,1,5,22:00,UTC,7,1029.7,0,89,0,5,-3.5,-5,34370,48,4,2.3
2021,1,5,23:00,UTC,7,1029.5,0,87,0,5,-3.2,-5,39340,32,4.9,2.5
2021,1,6,00:00,UTC,7,1029.2,0,87,0,5,-3.1,-5,32180,24,5.9,3.9
2021,1,6,01:00,UTC,7,1028.6,0,88,0,5,-3.3,-5,34200,13,6.5,4
2021,1,6,02:00,UTC,8,1028.1,0,89,0,5,-3.3,-4.8,33650,22,7.1,4.2
2021,1,6,03:00,UTC,7,1028,0,89,0,5,-3.2,-4.8,41030,32,6.2,4
2021,1,6,04:00,UTC,8,1027.7,0,90,0,5,-3.3,-4.7,42000,51,6.1,3.5
2021,1,6,05:00,UTC,7,1027.3,0,90,0,5,-3.3,-4.7,42610,29,6.9,4.3
2021,1,6,06:00,UTC,8,1027,0,89,0,5,-3.2,-4.7,44020,33,7.3,4.4
2021,1,6,07:00,UTC,8,1026.9,0,88,0,5,-3.2,-4.8,40890,34,6.3,4.1
2021,1,6,08:00,UTC,8,1026.9,0,89,0,5,-3.1,-4.7,36150,30,6.3,4.1
2021,1,6,09:00,UTC,8,1026.7,0,89,0,5,-3,-4.5,26050,33,6.4,4.5
2021,1,6,10:00,UTC,7,1026.4,0,90,0,5,-2.9,-4.3,20050,44,6.7,4.5
2021,1,6,11:00,UTC,8,1026,0,90,0,5,-2.8,-4.2,20600,53,6.3,3.4
2021,1,6,12:00,UTC,8,1025.5,0,90,0,5,-2.6,-4,27740,43,8.1,4.8
2021,1,6,13:00,UTC,7,1025,0,88,0,5,-2.4,-4.2,41010,51,7.2,4.3
2021,1,6,14:00,UTC,8,1024.9,0,85,0,5,-2.6,-4.7,33540,46,8.6,5.2
2021,1,6,15:00,UTC,8,1024.7,0,85,0,5,-2.9,-5,43660,40,6.2,3.4
2021,1,6,16:00,UTC,8,1024.1,0,86,0,5,-2.8,-4.8,36080,45,7.3,4.7
2021,1,6,17:00,UTC,7,1023.7,0,88,0,5,-2.7,-4.4,31580,43,6.7,3.7
2021,1,6,18:00,UTC,7,1023.4,0,89,0,5,-2.5,-4.1,30760,44,6.5,4.6
2021,1,6,19:00,UTC,8,1023.1,0,90,0,5,-2.2,-3.6,29700,44,7,4.5
2021,1,6,20:00,UTC,7,1022.8,0,90,0,5,-1.9,-3.3,29020,50,6.6,4
2021,1,6,21:00,UTC,8,1022.4,0,90,0,5,-1.6,-3,36570,53,6.7,3.7
2021,1,6,22:00,UTC,7,1021.8,0,90,0,5,-1.3,-2.7,34930,55,7.5,4.6
2021,1,6,23:00,UTC,7,1021.3,0,90,0,5,-1.1,-2.6,28740,63,8.6,5.3
2021,1,7,00:00,UTC,7,1021,0,90,0,5,-1,-2.4,22790,59,8.7,5.4
2021,1,7,01:00,UTC,8,1020.6,0,91,0,5,-0.8,-2.2,21280,58,7.7,5.1
2021,1,7,02:00,UTC,7,1020.4,0,91,0,5,-0.8,-2.1,21100,66,7.3,4.3
2021,1,7,03:00,UTC,7,1020.1,0,91,0,5,-0.6,-1.9,19140,59,7,4.9
2021,1,7,04:00,UTC,7,1019.6,0,90,0,5,-0.5,-1.9,34560,58,7.1,4.9
2021,1,7,05:00,UTC,7,1019.1,0,90,0,5,-0.5,-2,28400,60,7.6,5.3
2021,1,7,06:00,UTC,7,1018.9,0,80,0,4,0.4,-2.6,49850,96,9.1,4.6
2021,1,7,07:00,UTC,8,1018.9,0.1,83,0.3,4,0.2,-2.4,5560,107,9.4,6.3
2021,1,7,08:00,UTC,7,1018.8,0.2,90,0,5,-0.7,-2.1,3920,60,6.1,3.9
2021,1,7,09:00,UTC,7,1018.7,0.3,88,0,5,-0.1,-1.9,4950,105,8.3,5.5
2021,1,7,10:00,UTC,7,1018.3,0.1,85,0,5,0.1,-2.2,24800,104,8.2,4.9
2021,1,7,11:00,UTC,7,1017.9,0,81,0,5,0.4,-2.5,46550,107,8,5.3
2021,1,7,12:00,UTC,8,1017.4,0,81,0,5,0.2,-2.7,33270,107,9.5,6
2021,1,7,13:00,UTC,7,1017.1,0,79,0,5,0.2,-3,31030,108,8.6,5.9
2021,1,7,14:00,UTC,8,1016.9,0,77,0,5,0.2,-3.4,50000,102,8.7,5.3
2021,1,7,15:00,UTC,8,1016.9,0,77,0,5,0.2,-3.3,45530,61,7.3,3.7
2021,1,7,16:00,UTC,8,1016.8,0,89,0,5,-1.5,-3.1,46640,55,7.4,4.3
2021,1,7,17:00,UTC,7,1016.9,0,89,0,5,-1.7,-3.3,50000,58,7.7,4.6
2021,1,7,18:00,UTC,7,1017,0,90,0,5,-1.7,-3.1,47110,60,6.7,4.4
2021,1,7,19:00,UTC,7,1017,0,89,0,5,-1.7,-3.3,50000,55,6.9,4.7
2021,1,7,20:00,UTC,7,1016.9,0,89,0,5,-1.8,-3.4,45510,56,7.3,4.9
2021,1,7,21:00,UTC,8,1017,0,89,0,5,-1.9,-3.5,32210,58,7.4,4.7
2021,1,7,22:00,UTC,7,1016.9,0,89,0,5,-2,-3.5,36590,57,8.1,5.4
2021,1,7,23:00,UTC,7,1016.7,0,89,0,5,-2,-3.6,44320,57,8.2,5.7
2021,1,8,00:00,UTC,8,1016.7,0,89,0,5,-2,-3.6,42680,52,8.1,4.8
2021,1,8,01:00,UTC,7,1017,0,89,0,5,-2.1,-3.7,40830,55,9.2,4.9
2021,1,8,02:00,UTC,7,1016.9,0,89,0,5,-2.1,-3.8,42000,57,8.2,5.1
2021,1,8,03:00,UTC,7,1017,0,88,0,5,-2.1,-3.7,38440,57,8.4,5.2
2021,1,8,04:00,UTC,7,1017.2,0,88,0,5,-2.1,-3.8,41400,55,7.8,4.8
2021,1,8,05:00,UTC,7,1017.3,0,88,0,5,-2.1,-3.8,33330,57,8.3,5.3
2021,1,8,06:00,UTC,7,1017.3,0,88,0,5,-2.1,-3.8,32250,57,7.7,4.5
2021,1,8,07:00,UTC,7,1017.8,0,88,0,5,-2.1,-3.8,32440,60,8.2,5.4
2021,1,8,08:00,UTC,8,1018.2,0,87,0,5,-2.1,-4,38120,57,8.3,5.1
2021,1,8,09:00,UTC,7,1018.5,0,87,0,5,-2.3,-4.2,36440,54,7.5,4.5
2021,1,8,10:00,UTC,7,1018.6,0,87,0,5,-2.5,-4.4,44030,57,7.5,4.3
2021,1,8,11:00,UTC,8,1018.7,0,87,0,5,-2.6,-4.4,16070,52,5.4,3.6
2021,1,8,12:00,UTC,7,1018.8,0,87,0,5,-2.5,-4.4,35300,62,7,4.4
2021,1,8,13:00,UTC,7,1018.8,0,87,0,5,-2.6,-4.5,30580,58,6,3.6
2021,1,8,14:00,UTC,7,1018.9,0,86,0,5,-2.7,-4.7,28910,52,6,3.9
2021,1,8,15:00,UTC,7,1019.2,0,86,0,5,-2.8,-4.9,33920,47,6.2,3.9
2021,1,8,16:00,UTC,8,1019.4,0,86,0,5,-2.8,-4.8,38350,45,6.6,3.9
2021,1,8,17:00,UTC,8,1019.5,0,85,0,5,-2.8,-4.9,43920,46,7.2,4.4
2021,1,8,18:00,UTC,8,1019.8,0,86,0,5,-2.9,-4.9,38030,45,6.9,4
2021,1,8,19:00,UTC,7,1020.2,0,86,0,5,-2.9,-4.9,31580,54,5.4,3.4
2021,1,8,20:00,UTC,8,1020.5,0,87,0,5,-3,-4.9,32550,43,5.9,3.9
2021,1,8,21:00,UTC,8,1020.9,0,86,0,4,-3,-5,35800,48,6.2,4
2021,1,8,22:00,UTC,8,1021,0,83,0,4,-3.4,-5.8,49670,52,5.7,3.4
2021,1,8,23:00,UTC,1,1021.1,0,84,0,4,-4.2,-6.5,46560,54,5.4,3.5
2021,1,9,00:00,UTC,7,1021.1,0,86,0,5,-4.4,-6.5,49420,45,5.6,3.6
2021,1,9,01:00,UTC,7,1021.1,0,85,0,4,-4.3,-6.5,43030,43,6.9,4.5
2021,1,9,02:00,UTC,7,1021.2,0,85,0,5,-4.4,-6.6,46760,44,5.9,3.7
2021,1,9,03:00,UTC,1,1021.3,0,88,0,4,-5.1,-6.8,42870,39,5.1,2.5
2021,1,9,04:00,UTC,8,1021.4,0,86,0,5,-4.5,-6.5,44240,32,4.9,3.1
2021,1,9,05:00,UTC,8,1021.8,0,85,0,5,-4.4,-6.6,43990,34,5,2.2
2021,1,9,06:00,UTC,8,1021.8,0,85,0,5,-4.4,-6.5,37890,55,6.1,3.5
2021,1,9,07:00,UTC,3,1022.2,0,85,0,4,-5.4,-7.5,50000,49,6.6,4.6
2021,1,9,08:00,UTC,0,1022.3,0,87,0,4,-6.1,-7.9,50000,36,6.6,4.1
2021,1,9,09:00,UTC,0,1022.4,0,84,0,4,-6.1,-8.3,50000,54,6,4.1
2021,1,9,10:00,UTC,0,1022.2,0,78,0,4,-5.7,-8.9,46800,45,4.8,3.3
2021,1,9,11:00,UTC,0,1021.9,0,75,0,4,-5.8,-9.5,48970,35,4.7,2.9
2021,1,9,12:00,UTC,0,1021.7,0,72,0,4,-6.1,-10.3,50000,34,5.3,3.4
2021,1,9,13:00,UTC,5,1021.9,0,76,0,4,-6.4,-9.9,50000,20,5.1,3.3
2021,1,9,14:00,UTC,8,1021.7,0,70,0,4,-7,-11.5,50000,36,5.6,3.4
2021,1,9,15:00,UTC,8,1021.7,0,75,0,4,-7.3,-10.9,50000,30,5.6,3.4
2021,1,9,16:00,UTC,8,1021.5,0,72,0,4,-7.4,-11.5,50000,31,5.4,3
2021,1,9,17:00,UTC,8,1021.5,0,80,0,4,-7.6,-10.5,46630,34,4.5,2.7
2021,1,9,18:00,UTC,1,1021.2,0,82,0,4,-8.6,-11.1,48390,6,4.4,2.8
2021,1,9,19:00,UTC,3,1021.1,0,84,0,4,-9.3,-11.6,45800,17,3.8,2.4
2021,1,9,20:00,UTC,5,1021.1,0,86,0,4,-10.1,-12,32390,355,3.7,2.9
2021,1,9,21:00,UTC,1,1021,0,89,0,5,-10.9,-12.4,29350,333,3.3,2.8
2021,1,9,22:00,UTC,0,1020.7,0,89,0,5,-11,-12.4,30670,341,2.7,2
2021,1,9,23:00,UTC,0,1020.5,0,90,0,4,-11.8,-13,33110,359,2.3,1.4
2021,1,10,00:00,UTC,0,1020.1,0,90,0,5,-11.3,-12.6,34970,15,3.3,1.5
2021,1,10,01:00,UTC,7,1019.9,0,87,0,5,-10,-11.8,36850,321,3,1.6
2021,1,10,02:00,UTC,7,1019.6,0,85,0,5,-9.2,-11.3,30290,12,2.6,1.4
2021,1,10,03:00,UTC,7,1019.4,0,85,0,5,-8.9,-10.9,31960,28,2.3,1.2
2021,1,10,04:00,UTC,7,1019.3,0,86,0,5,-9,-10.9,15990,61,1.6,0.9
2021,1,10,05:00,UTC,7,1018.9,0,88,0,5,-8.1,-9.8,3920,101,2.8,1.9
2021,1,10,06:00,UTC,7,1018.7,0.1,90,0.5,4,-7.3,-8.6,4120,101,2.5,1.8
2021,1,10,07:00,UTC,7,1018.3,0.1,92,0,5,-4.7,-5.8,8840,136,5.1,2.7
2021,1,10,08:00,UTC,7,1018.2,0,84,0,4,-2.5,-4.9,10210,181,8.2,4.2
2021,1,10,09:00,UTC,7,1018,0,79,0,4,-2.2,-5.3,45920,175,7.3,4.7
2021,1,10,10:00,UTC,7,1017.9,0,81,0,4,-1.8,-4.7,28930,172,8.7,5.4
2021,1,10,11:00,UTC,7,1017.6,0,85,0,4,-1.6,-3.8,15000,185,7.1,4.3
2021,1,10,12:00,UTC,7,1017.1,0,88,0,4,-1.3,-3,11410,177,8.6,5
2021,1,10,13:00,UTC,7,1016.9,0.2,89,0,5,-1.4,-3,8600,172,8,5.3
2021,1,10,14:00,UTC,7,1016.7,0.1,90,0.3,5,-1.3,-2.8,3520,171,7.7,4.9
2021,1,10,15:00,UTC,7,1016.4,0.3,92,0.1,5,-1.3,-2.5,3460,161,8.8,5.6
2021,1,10,16:00,UTC,7,1016,0.9,96,2,5,-1.5,-2,570,159,8.8,5.8
2021,1,10,17:00,UTC,7,1015.5,0.3,94,0.3,5,-0.7,-1.5,4290,161,8,5.6
2021,1,10,18:00,UTC,7,1015.2,0.2,94,0,7,-0.4,-1.3,3120,169,9.8,5.3
2021,1,10,19:00,UTC,7,1014.9,0.3,94,0,6,-0.2,-1,12570,176,10.1,6
2021,1,10,20:00,UTC,7,1014.5,0.1,91,0,5,0.2,-1.1,12020,170,9.3,5.8
2021,1,10,21:00,UTC,7,1014,0.5,92,0,7,0.5,-0.7,33310,180,8.5,5.5
2021,1,10,22:00,UTC,7,1013.6,0,87,0,7,0.6,-1.2,40340,179,10.2,6.4
2021,1,10,23:00,UTC,7,1013.1,0,88,0,8,0.6,-1.1,5820,181,9.4,5.1
2021,1,11,00:00,UTC,7,1012.5,0.2,93,0.6,8,0.2,-0.7,1640,179,11.7,7.5
2021,1,11,01:00,UTC,7,1011.9,0.7,98,0.7,10,-0.1,-0.4,800,171,12.6,7.6
2021,1,11,02:00,UTC,7,1011.7,0.8,99,0.5,11,-0.2,-0.4,930,175,12.8,7.5
2021,1,11,03:00,UTC,8,1011.4,0.7,99,0.7,12,0.1,0,1190,182,11.6,6.6
2021,1,11,04:00,UTC,8,1011.1,0.2,99,0,11,0.2,0,9040,187,11.8,7.2
2021,1,11,05:00,UTC,7,1011,0,97,0,10,0.4,0,22130,191,13.5,6.7
2021,1,11,06:00,UTC,8,1011.2,0,94,0,12,0.5,-0.4,39560,188,10.9,5.7
2021,1,11,07:00,UTC,7,1011.4,0,91,0,12,0.7,-0.6,39110,191,9.4,5.7
2021,1,11,08:00,UTC,8,1011.4,0,92,0,12,0.6,-0.6,30800,190,9.9,5.7
2021,1,11,09:00,UTC,8,1011.6,0,92,0,12,0.5,-0.6,17030,184,9.1,5.4
2021,1,11,10:00,UTC,8,1011.6,0,92,0,12,0.3,-0.8,9820,187,9.1,5
2021,1,11,11:00,UTC,8,1011.6,0.1,93,0.3,11,0.2,-0.9,3630,182,7.7,4.7
2021,1,11,12:00,UTC,8,1011.5,0.2,93,0.1,11,0.1,-0.9,2230,180,6.8,3.6
2021,1,11,13:00,UTC,8,1011.6,0.2,92,0.3,13,0.1,-1,5660,176,7.3,4.8
2021,1,11,14:00,UTC,8,1011.5,0.4,95,0.3,13,0.1,-0.6,3460,171,6.7,4.4
2021,1,11,15:00,UTC,8,1011.3,0,92,0,13,0.4,-0.8,12310,158,6.9,4.4
2021,1,11,16:00,UTC,7,1011,0,90,0,13,0.4,-1.1,30340,154,5.6,3.9
2021,1,11,17:00,UTC,8,1011,0,89,0,13,0.3,-1.4,13090,150,6.4,4.2
2021,1,11,18:00,UTC,8,1010.5,0,87,0,13,-0.1,-1.9,47160,152,7.5,4.6
2021,1,11,19:00,UTC,8,1010.6,0,87,0,13,-0.4,-2.3,39370,156,10.6,6.3
2021,1,11,20:00,UTC,8,1010.2,0,92,0,13,-0.7,-1.8,21890,138,8.2,5.2
