Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,1,3,10:00,UTC,7,995.8,0,84,0,0,4.8,2.3,25120,245,19,10.9
2020,1,3,11:00,UTC,7,994.8,0,86,0,0,4.9,2.7,18120,242,16,9.8
2020,1,3,12:00,UTC,7,994,0,87,0,0,4.9,2.9,22040,243,14.7,9.3
2020,1,3,13:00,UTC,7,992.9,0,91,0,0,5,3.7,11090,236,16.6,9.4
2020,1,3,14:00,UTC,7,992.5,0,92,0,0,5.4,4.2,10750,242,15.9,10.4
2020,1,3,15:00,UTC,7,991.5,0.1,93,0.3,0,5.7,4.7,11710,237,14,8.4
2020,1,3,16:00,UTC,7,990.9,0,90,0,0,6,4.5,17390,244,12.4,7.1
2020,1,3,17:00,UTC,7,990.6,0,88,0,0,5.8,4,37750,252,10.5,5.6
2020,1,3,18:00,UTC,0,990.7,0,86,0,0,5.4,3.3,50000,260,10.1,5.6
2020,1,3,19:00,UTC,7,990.9,0,78,0,0,5,1.5,50000,271,12.1,6.5
2020,1,3,20:00,UTC,5,991.3,0,67,0,0,4.5,-1,50000,257,10,6.1
2020,1,3,21:00,UTC,0,992.1,0,55,0,0,3.8,-4.3,50000,272,11.5,6.5
2020,1,3,22:00,UTC,0,992.1,0,52,0,0,3,-5.8,50000,267,8.1,4.9
2020,1,3,23:00,UTC,1,991.6,0,49,0,0,2.7,-7,50000,243,7.2,4.3
2020,1,4,00:00,UTC,1,990.1,0,53,0,0,2.9,-5.8,50000,226,6.3,3.9
2020,1,4,01:00,UTC,1,989.6,0,63,0,0,4.1,-2.3,48090,245,10.9,6.5
2020,1,4,02:00,UTC,7,988.6,0,67,0,0,4,-1.7,42040,254,9.5,5.3
2020,1,4,03:00,UTC,1,987.7,0.2,74,0.4,0,3.4,-0.7,46220,249,8.1,4.5
2020,1,4,04:00,UTC,0,987.1,0,68,0,0,3.3,-2,40680,247,9,4.8
2020,1,4,05:00,UTC,1,986.7,0,67,0,0,3.1,-2.5,45980,240,9,5.5
2020,1,4,06:00,UTC,0,986.1,0,64,0,0,2.6,-3.4,50000,257,8.7,5.2
2020,1,4,07:00,UTC,0,985.9,0,64,0,0,2.3,-3.8,50000,247,7.1,4.5
2020,1,4,08:00,UTC,0,986,0,66,0,0,2.2,-3.6,50000,249,9.6,4.8
2020,1,4,09:00,UTC,0,985.7,0,62,0,0,2.3,-4.2,50000,243,9.8,6.1
2020,1,4,10:00,UTC,0,985.6,0,61,0,0,2.2,-4.4,50000,252,8.7,5
2020,1,4,11:00,UTC,0,985.4,0,63,0,0,2.5,-3.9,50000,269,9.2,6.3
2020,1,4,12:00,UTC,7,986.1,0,65,0,0,2.8,-3.1,49420,267,8.2,5.1
2020,1,4,13:00,UTC,5,986.2,0,67,0,0,3.3,-2.2,50000,270,9.8,6
2020,1,4,14:00,UTC,7,987.6,0,75,0,0,2.7,-1.3,38040,324,7.5,5.1
2020,1,4,15:00,UTC,5,988.7,0,72,0,0,2.8,-1.8,50000,300,8.6,6.3
2020,1,4,16:00,UTC,1,990.4,0,67,0,0,2.7,-2.8,50000,309,10.2,6.7
2020,1,4,17:00,UTC,1,992.1,0,66,0,0,2.5,-3.3,50000,315,14.3,7.6
2020,1,4,18:00,UTC,1,993.6,0,63,0,0,2.3,-4,50000,320,11.2,7.2
2020,1,4,19:00,UTC,3,995.2,0,63,0,0,2,-4.4,50000,321,9.1,6.2
2020,1,4,20:00,UTC,3,997.3,0,69,0,0,1.5,-3.5,50000,325,11.3,7.5
2020,1,4,21:00,UTC,1,999.2,0,72,0,0,0.9,-3.7,50000,323,9.3,5.6
2020,1,4,22:00,UTC,1,1000.8,0,68,0,0,0.6,-4.6,50000,317,10.1,6.7
2020,1,4,23:00,UTC,0,1002.2,0,64,0,0,0.2,-5.8,50000,319,11.3,6.5
2020,1,5,00:00,UTC,0,1003.7,0,60,0,0,0.1,-6.8,50000,319,9.1,5.9
2020,1,5,01:00,UTC,3,1005.1,0,59,0,0,-0.1,-7.2,50000,310,9.9,6
2020,1,5,02:00,UTC,7,1006.8,0,62,0,0,-0.3,-6.7,50000,319,10.6,6.5
2020,1,5,03:00,UTC,7,1008.2,0,62,0,0,0.2,-6.3,50000,324,9.7,6.2
2020,1,5,04:00,UTC,8,1009.8,0,63,0,0,0.3,-6,50000,331,11.1,6.1
2020,1,5,05:00,UTC,8,1011.7,0,63,0,0,0,-6.2,50000,341,13.4,7.4
2020,1,5,06:00,UTC,7,1013.5,0,61,0,0,-0.2,-6.8,50000,346,10.6,6.4
2020,1,5,07:00,UTC,7,1015.4,0,63,0,0,-0.7,-6.8,50000,332,9.6,6.8
2020,1,5,08:00,UTC,0,1017.3,0,62,0,0,-1.5,-7.7,49180,334,11.8,7.8
2020,1,5,09:00,UTC,0,1017.9,0,61,0,0,-1.7,-8.3,44190,345,8.2,4.9
2020,1,5,10:00,UTC,0,1018.5,0,56,0,0,-1.8,-9.4,39890,344,6.7,3.7
2020,1,5,11:00,UTC,0,1019.3,0,52,0,0,-1.8,-10.4,43010,340,5.4,3.6
2020,1,5,12:00,UTC,0,1020.4,0,51,0,0,-1.8,-10.7,48780,321,5.5,3.2
2020,1,5,13:00,UTC,0,1021.5,0,53,0,0,-2.4,-10.6,32770,317,5,3.3
2020,1,5,14:00,UTC,0,1021.8,0,61,0,2,-3.2,-9.7,27720,302,3,1.7
2020,1,5,15:00,UTC,0,1021.6,0,65,0,0,-4,-9.7,46000,317,2.1,1.4
2020,1,5,16:00,UTC,0,1021.4,0,64,0,0,-3.7,-9.5,25100,222,2.4,1.3
2020,1,5,17:00,UTC,3,1021.6,0,66,0,0,-2.6,-8,18480,264,4.4,2.7
2020,1,5,18:00,UTC,7,1020.3,0,61,0,0,-1.5,-8.1,27320,220,3.4,2.1
2020,1,5,19:00,UTC,7,1019.2,0,53,0,0,0.3,-8.2,47540,195,5.2,2.9
2020,1,5,20:00,UTC,7,1018.2,0,55,0,0,1.4,-6.7,40700,205,9.2,5.4
2020,1,5,21:00,UTC,8,1017.2,0,67,0,0,1.3,-4.2,13000,206,11.4,6.6
2020,1,5,22:00,UTC,7,1016.6,0.1,94,0.4,0,0,-0.9,780,211,12.4,7.8
2020,1,5,23:00,UTC,8,1015.1,0.7,97,0.8,2,0.5,0,2680,193,11,6.1
2020,1,6,00:00,UTC,8,1013.9,0.4,95,0.7,2,0.8,0.1,3280,202,13.3,6
2020,1,6,01:00,UTC,8,1012.9,0.5,95,0.5,2,1.1,0.4,6680,197,13.6,7
2020,1,6,02:00,UTC,8,1012,0.5,95,1.1,2,1.5,0.8,6710,210,10.8,7.2
2020,1,6,03:00,UTC,8,1011.8,0.4,96,0,0,2.2,1.7,9690,230,8.3,5
2020,1,6,04:00,UTC,7,1011.7,0,97,0,0,2.1,1.7,50000,284,5.7,3.7
2020,1,6,05:00,UTC,8,1012.1,0,96,0,0,1.8,1.2,50000,268,3.8,2.3
2020,1,6,06:00,UTC,8,1012.6,0,94,0,0,1.7,0.9,50000,287,6.6,3.8
2020,1,6,07:00,UTC,8,1013.1,0,93,0,0,1.7,0.7,33450,289,6.1,3.3
2020,1,6,08:00,UTC,8,1013.7,0,95,0,0,1.6,1,32480,280,5.2,3.4
2020,1,6,09:00,UTC,8,1013.9,0,95,0,0,1.6,0.9,50000,298,5.8,3.5
2020,1,6,10:00,UTC,8,1013.9,0,95,0,0,1.6,0.9,24390,288,5.6,3
2020,1,6,11:00,UTC,8,1014.2,0,96,0,0,1.6,1,30790,272,5.9,4
2020,1,6,12:00,UTC,8,1014.4,0,96,0,0,1.6,1,17820,265,5.6,3.4
2020,1,6,13:00,UTC,8,1014.5,0,97,0,0,1.4,1,21220,256,5.8,3.7
2020,1,6,14:00,UTC,8,1014.7,0,98,0,0,1.4,1.1,6410,263,3.7,2.6
2020,1,6,15:00,UTC,8,1014.8,0,99,0,0,1.2,1,5570,262,3.7,2.8
2020,1,6,16:00,UTC,7,1014.7,0,99,0,0,1.7,1.6,890,261,6.4,3.7
2020,1,6,17:00,UTC,7,1014.5,0,99,0,0,2.3,2.2,1350,237,2.3,1.1
2020,1,6,18:00,UTC,7,1014.5,0,99,0,0,3.3,3.1,1850,257,7.9,4.8
2020,1,6,19:00,UTC,7,1014.6,0,98,0,0,3.6,3.3,3200,240,6.4,4.1
2020,1,6,20:00,UTC,7,1014.4,0,96,0,0,4.2,3.7,2600,247,7.7,4.4
2020,1,6,21:00,UTC,8,1014.3,0,97,0,0,4.3,3.8,8080,236,7.1,3.7
2020,1,6,22:00,UTC,8,1013.9,0,97,0,0,4.3,3.8,7390,232,5.6,3.3
2020,1,6,23:00,UTC,8,1013.7,0.1,96,0,0,4.5,4,20080,229,7.8,4
2020,1,7,00:00,UTC,7,1013.6,0,96,0,0,4.5,3.9,17080,239,8.6,5.4
2020,1,7,01:00,UTC,8,1013.5,0.1,97,0,0,4.3,3.9,5740,230,7.7,4.2
2020,1,7,02:00,UTC,8,1013.1,0.1,98,0,0,4.3,4,4710,230,8.9,4.4
2020,1,7,03:00,UTC,7,1013.1,0.1,97,0,0,4.5,4,7330,228,8.7,5
2020,1,7,04:00,UTC,8,1013,0,97,0,0,4.4,4,8710,230,8.3,4.4
2020,1,7,05:00,UTC,8,1012.6,0.1,98,0,0,4.4,4.1,4970,224,9.4,5.9
2020,1,7,06:00,UTC,8,1012.9,0,99,0,0,4.4,4.2,3810,229,9.3,5.4
2020,1,7,07:00,UTC,8,1013.1,0.1,99,0.4,0,4.6,4.4,2990,227,9.3,5.7
2020,1,7,08:00,UTC,8,1013,0.1,99,0.3,0,4.7,4.5,4650,,,
2020,1,7,09:00,UTC,8,1013.3,0,97,0,0,5.2,4.8,40800,241,8.1,5.1
2020,1,7,10:00,UTC,8,1013.6,0,96,0,0,5.5,4.9,35090,237,7.5,4.6
2020,1,7,11:00,UTC,8,1013.7,0,92,0,0,5.8,4.6,49600,248,7.5,4.8
2020,1,7,12:00,UTC,8,1013.5,0,91,0,0,5.8,4.5,44040,238,8.1,4.6
2020,1,7,13:00,UTC,7,1013.5,0,89,0,0,5.7,4,50000,240,8.9,5.7
2020,1,7,14:00,UTC,7,1013.6,0,90,0,0,5.4,4,18100,239,10.6,6.2
2020,1,7,15:00,UTC,7,1013.8,0,87,0,0,5.3,3.3,26080,243,12.1,6.6
2020,1,7,16:00,UTC,8,1014.1,0,93,0,0,4.9,4,5040,245,9.9,6.2
2020,1,7,17:00,UTC,7,1014.1,0.1,91,0,0,4.9,3.6,4940,238,10.2,6.3
2020,1,7,18:00,UTC,8,1014,0.1,92,0,0,4.9,3.7,7560,242,11.4,5.9
2020,1,7,19:00,UTC,8,1013,0.1,92,0,0,5.1,4,4030,239,10.6,6
2020,1,7,20:00,UTC,7,1012.7,0,90,0,0,5.3,3.8,4230,239,11.7,6.3
2020,1,7,21:00,UTC,7,1012.3,0,89,0,0,5.2,3.6,17800,239,12.4,6.7
2020,1,7,22:00,UTC,7,1012.1,0,90,0,0,4.9,3.3,14200,232,12.5,6.6
2020,1,7,23:00,UTC,7,1011.5,0,87,0,0,4.8,2.8,19180,232,12.8,7.9
2020,1,8,00:00,UTC,7,1010.9,0,88,0,0,4.8,3,19970,231,13,6.7
2020,1,8,01:00,UTC,7,1010,0,89,0,0,4.9,3.2,21460,224,13.5,8.2
2020,1,8,02:00,UTC,7,1008.6,0,89,0,0,4.9,3.3,15320,220,15.9,9.7
2020,1,8,03:00,UTC,7,1007.8,0,88,0,0,5.1,3.2,19800,219,15.3,10
2020,1,8,04:00,UTC,7,1006.2,0,88,0,0,5.1,3.2,18270,218,14.7,9.2
2020,1,8,05:00,UTC,7,1005,0.2,92,0.2,0,5.1,3.8,10190,218,13.7,8.1
2020,1,8,06:00,UTC,7,1004,0.1,90,0,0,5.2,3.8,12790,215,14.1,8.3
2020,1,8,07:00,UTC,7,1002.4,0,88,0,0,5.4,3.6,13450,216,14.5,8.7
2020,1,8,08:00,UTC,7,1002,0,93,0,0,4.9,3.9,5760,220,17.5,11.5
2020,1,8,09:00,UTC,7,1000.2,1,93,0,0,5.2,4.1,11470,220,16.4,10.7
2020,1,8,10:00,UTC,7,999.7,0.2,95,0.5,0,5.4,4.6,7420,233,16,8.1
2020,1,8,11:00,UTC,7,998.9,0.1,95,0,0,5.5,4.8,6670,232,17.4,9
2020,1,8,12:00,UTC,7,998.2,0.1,94,0,0,5.9,4.9,13880,238,14.4,7.1
2020,1,8,13:00,UTC,7,997.4,0,94,0,0,6.2,5.3,7830,241,16.8,8.9
2020,1,8,14:00,UTC,7,997.3,0.1,95,0.4,0,6,5.2,6030,235,13,7.3
2020,1,8,15:00,UTC,7,996.9,0,91,0,0,6.7,5.5,13370,236,15.6,7.7
2020,1,8,16:00,UTC,7,996.8,0,90,0,0,7,5.5,7300,243,13.2,7.7
2020,1,8,17:00,UTC,7,996.7,0,89,0,0,7.2,5.5,8790,243,9.5,5.7
2020,1,8,18:00,UTC,5,996.7,0,85,0,0,7.4,5.1,10760,270,9.6,6.3
2020,1,8,19:00,UTC,7,997.4,0,82,0,0,7.2,4.2,25630,277,9.4,5.9
2020,1,8,20:00,UTC,3,998.4,0,84,0,0,6.2,3.8,17030,274,6.9,4.2
2020,1,8,21:00,UTC,1,999.5,0,87,0,0,5.5,3.5,37280,266,4.9,3.1
2020,1,8,22:00,UTC,0,999.9,0,85,0,0,5.2,2.8,44110,258,5.8,3.8
2020,1,8,23:00,UTC,0,1000.9,0,83,0,0,4.8,2.1,43590,267,6.9,4.3
2020,1,9,00:00,UTC,0,1001.4,0,82,0,0,4.1,1.3,39150,258,8.2,4.3
2020,1,9,01:00,UTC,0,1001.9,0,80,0,0,3.6,0.6,38710,269,5.3,3.4
2020,1,9,02:00,UTC,0,1001.9,0,79,0,0,3.5,0.1,35220,273,8.1,4.3
2020,1,9,03:00,UTC,0,1002,0,78,0,0,3.4,-0.1,34960,271,7,4.2
2020,1,9,04:00,UTC,0,1002.2,0,78,0,0,3.3,-0.1,37280,274,8.8,4.6
2020,1,9,05:00,UTC,0,1002.5,0,79,0,0,3.3,-0.1,30210,269,8.8,5.7
2020,1,9,06:00,UTC,0,1002.8,0,79,0,0,3.1,-0.1,30500,271,8.3,5.4
2020,1,9,07:00,UTC,0,1003.6,0,80,0,0,3.1,-0.1,32900,278,8.8,5
2020,1,9,08:00,UTC,0,1004.6,0,77,0,0,3.3,-0.2,32980,285,9.6,5.9
2020,1,9,09:00,UTC,0,1004.9,0,75,0,0,3.5,-0.4,35880,282,10.4,6.1
2020,1,9,10:00,UTC,0,1005.6,0,72,0,0,3.9,-0.7,42380,286,8.9,6
2020,1,9,11:00,UTC,0,1005.9,0,70,0,0,4.1,-0.9,42110,278,8.5,5.1
2020,1,9,12:00,UTC,0,1006.5,0,68,0,0,4.3,-1.2,39130,266,8.8,5.5
2020,1,9,13:00,UTC,0,1007.1,0,69,0,0,4,-1.1,47390,258,7.5,4.7
2020,1,9,14:00,UTC,0,1007.7,0,71,0,0,3.4,-1.2,48210,267,5.8,4
2020,1,9,15:00,UTC,0,1008.1,0,74,0,0,3,-1.1,41230,263,6,3.8
2020,1,9,16:00,UTC,0,1008.3,0,76,0,0,2.5,-1.2,49030,284,6.4,4.2
2020,1,9,17:00,UTC,0,1008.4,0,80,0,0,2,-1.2,47340,273,5.5,3.6
2020,1,9,18:00,UTC,1,1008.8,0,82,0,0,1.5,-1.2,38700,272,5.8,3.8
2020,1,9,19:00,UTC,1,1008.9,0,84,0,0,1,-1.4,43400,283,5,3.1
2020,1,9,20:00,UTC,7,1009.6,0,86,0,0,0.9,-1.2,45910,256,4.4,3.1
2020,1,9,21:00,UTC,7,1009.8,0,86,0,0,0.6,-1.4,39950,270,4.7,2.9
2020,1,9,22:00,UTC,1,1009.9,0,89,0,0,-0.1,-1.7,33730,295,4.2,2.2
2020,1,9,23:00,UTC,7,1010,0,90,0,0,-0.3,-1.7,34740,278,4.1,2.9
2020,1,10,00:00,UTC,7,1010.1,0,91,0,0,-0.7,-1.9,29740,284,3.5,2.1
2020,1,10,01:00,UTC,5,1010.1,0,93,0,0,-1.2,-2.1,24600,318,2.3,1.6
2020,1,10,02:00,UTC,7,1010.5,0,96,0,0,-1.6,-2.2,22850,306,2.2,1.6
2020,1,10,03:00,UTC,1,1010.7,0,95,0,0,-1.5,-2.2,21810,308,1.6,1.3
2020,1,10,04:00,UTC,1,1010.6,0,96,0,0,-1.8,-2.4,19830,332,1.9,1.5
2020,1,10,05:00,UTC,7,1010.6,0,97,0,0,-1.9,-2.4,18120,285,1.3,0.8
2020,1,10,06:00,UTC,7,1010.8,0,97,0,0,-1.6,-2,18490,309,1.3,1
2020,1,10,07:00,UTC,7,1011.4,0,96,0,0,-1.5,-2,17670,298,1.4,1
2020,1,10,08:00,UTC,5,1011.9,0,95,0,0,-1.3,-2.1,15410,333,1.8,1.4
2020,1,10,09:00,UTC,1,1012.2,0,95,0,0,-1.6,-2.3,14220,346,2.9,1.7
2020,1,10,10:00,UTC,0,1012.5,0,94,0,0,-0.8,-1.7,15310,313,1.4,0.9
2020,1,10,11:00,UTC,0,1012.6,0,86,0,0,0.5,-1.6,16980,351,2.8,1.4
2020,1,10,12:00,UTC,0,1012.4,0,79,0,0,1,-2.3,17260,5,3.7,2
2020,1,10,13:00,UTC,0,1012.9,0,82,0,0,0.2,-2.5,17880,1,3.2,1.6
2020,1,10,14:00,UTC,0,1013.6,0,86,0,0,-0.5,-2.6,16860,348,3.4,2.2
2020,1,10,15:00,UTC,1,1013.5,0,89,0,0,-1.5,-3,14610,308,1.4,0.9
2020,1,10,16:00,UTC,1,1013.8,0,93,0,0,-2,-2.9,13280,324,2.4,1.8
2020,1,10,17:00,UTC,1,1014.1,0,94,0,0,-2.1,-3,14920,345,1.8,0.8
2020,1,10,18:00,UTC,0,1014.7,0,93,0,0,-2.4,-3.3,14510,309,1.6,1.2
2020,1,10,19:00,UTC,0,1015,0,96,0,0,-2.9,-3.5,12420,281,1.5,0.9
2020,1,10,20:00,UTC,0,1015.2,0,96,0,0,-3.4,-3.9,11850,278,1.3,0.9
2020,1,10,21:00,UTC,0,1015.3,0,97,0,0,-3.7,-4.1,11210,306,1.5,1.1
2020,1,10,22:00,UTC,0,1015.6,0,97,0,0,-3.9,-4.4,11690,315,1.9,1.4
2020,1,10,23:00,UTC,0,1015.9,0,96,0,0,-3.7,-4.3,13400,302,1.5,1
2020,1,11,00:00,UTC,0,1016.4,0,94,0,0,-3.8,-4.6,14380,322,3.6,2.4
2020,1,11,01:00,UTC,0,1017,0,92,0,0,-3.6,-4.7,16270,276,2.6,1.5
2020,1,11,02:00,UTC,3,1017.2,0,86,0,0,-2.8,-4.7,19860,280,4,2.8
2020,1,11,03:00,UTC,3,1016.8,0,85,0,0,-2.8,-4.9,20390,270,3.9,2.6
2020,1,11,04:00,UTC,0,1017.3,0,87,0,0,-3,-4.8,19170,280,3.4,2.3
2020,1,11,05:00,UTC,0,1017.6,0,79,0,0,-1.9,-5,24220,266,4.6,3.7
2020,1,11,06:00,UTC,0,1017.8,0,83,0,0,-2.2,-4.7,22790,279,3.9,2.7
2020,1,11,07:00,UTC,0,1017.8,0,84,0,0,-1,-3.4,20100,252,4.5,2.8
2020,1,11,08:00,UTC,0,1017.9,0,83,0,0,-0.1,-2.7,20300,245,4.2,3
2020,1,11,09:00,UTC,0,1017.7,0,83,0,0,0.8,-1.7,20620,246,6,2.6
2020,1,11,10:00,UTC,1,1017.2,0,84,0,0,1.9,-0.5,21670,244,4.5,2.5
2020,1,11,11:00,UTC,0,1017,0,74,0,0,2.8,-1.3,31750,251,6.4,3.9
2020,1,11,12:00,UTC,0,1016.9,0,74,0,0,3.3,-0.9,29340,247,6.2,3.5
2020,1,11,13:00,UTC,7,1016.2,0,77,0,0,3.7,0,30600,241,8.2,4.3
2020,1,11,14:00,UTC,7,1015.5,0,79,0,0,4.1,0.8,26010,231,7.5,4.7
2020,1,11,15:00,UTC,8,1014.1,0,80,0,0,4.1,0.9,25340,226,11.1,6.4
2020,1,11,16:00,UTC,7,1013.5,0,85,0,0,3.6,1.2,23440,220,12.2,8.1
2020,1,11,17:00,UTC,7,1011.5,0,84,0,0,3.5,1,23320,213,14,7.5
2020,1,11,18:00,UTC,7,1010,0,84,0,0,3.5,1.2,21940,217,14.7,9.8
2020,1,11,19:00,UTC,8,1008.4,0,81,0,0,3.9,1,20500,224,17.6,10.7
2020,1,11,20:00,UTC,8,1006.9,0.1,89,0.3,0,3.4,1.8,9770,227,17.6,10.6
2020,1,11,21:00,UTC,8,1005.2,0.2,89,0.3,0,3.8,2.2,17160,225,17.7,10.8
2020,1,11,22:00,UTC,8,1004,0.2,91,0.7,0,3.9,2.6,8920,232,17.7,10.7
2020,1,11,23:00,UTC,8,1002.7,0.6,92,0.2,0,4.3,3.2,10910,234,14.8,8.6
2020,1,12,00:00,UTC,8,1001.4,0.6,93,0.7,0,4.9,3.8,7900,238,19,9
2020,1,12,01:00,UTC,8,1000.7,2,90,1,0,5.1,3.7,10810,240,15.6,10.1
2020,1,12,02:00,UTC,8,999.4,0.4,93,0.2,0,5.2,4.1,11670,240,15.1,8.8
2020,1,12,03:00,UTC,7,998.6,0.7,93,1.2,0,5.2,4.1,7130,240,15.9,9.4
